county,precinct_name,precinct_id,SHP20_PRECINCT_I,SHP20_PRECINCT_N,SHP20_PRECINCT_I_CLEAN,SHP20_PRECINCT_N_CLEAN,NOV20_Precinct,NOV20_Precinct_CLEAN,NOV20_Precinct ID_CLEAN,NOV18_PRECINCT ID,NOV18_PRECINCT DESCRIPTION,NOV18_PRECINCT ID_CLEAN,NOV18_PRECINCT DESCRIPTION_CLEAN,SHP18_prec_shp,SHP18_prec_elec,SHP18_prec_shp_CLEAN,SHP18_prec_elec_CLEAN,SHP16_PRECINCT_I,SHP16_PRECINCT_N,SHP16_PRECINCT_I_CLEAN,SHP16_PRECINCT_N_CLEAN
Clayton,Jonesboro 2,JB02,JB02,JONESBORO 2,jb02,jonesboro 2,Jonesboro 2,jonesboro 2,,JB02,JONESBORO 2,jb02,jonesboro 2,Jonesboro 2,JONESBORO 2,jonesboro 2,jonesboro 2,JB02,JONESBORO 2,jb02,jonesboro 2
Clayton,Panhandle 2,PH2,PH2,PANHANDLE 2,ph2,panhandle 2,Panhandle 2,panhandle 2,,PH2,PANHANDLE 2,ph2,panhandle 2,Panhandle 2,PANHANDLE 2,panhandle 2,panhandle 2,PH2,PANHANDLE 2,ph2,panhandle 2
Clayton,Lovejoy 4,LJ4,LJ4,LOVEJOY 4,lj4,lovejoy 4,Lovejoy 4,lovejoy 4,,LJ4,LOVEJOY 4,lj4,lovejoy 4,Lovejoy 4,LOVEJOY 4,lovejoy 4,lovejoy 4,LJ4,LOVEJOY 4,lj4,lovejoy 4
Clayton,Jonesboro 13,JB13,JB13,JONESBORO 13,jb13,jonesboro 13,Jonesboro 13,jonesboro 13,,JB13,JONESBORO 13,jb13,jonesboro 13,Jonesboro 13,JONESBORO 13,jonesboro 13,jonesboro 13,JB13,JONESBORO 13,jb13,jonesboro 13
Clayton,Panhandle 1,PH1,PH1,PANHANDLE 1,ph1,panhandle 1,Panhandle 1,panhandle 1,,PH1,PANHANDLE 1,ph1,panhandle 1,Panhandle 1,PANHANDLE 1,panhandle 1,panhandle 1,PH1,PANHANDLE 1,ph1,panhandle 1
Clayton,Riverdale 5,RD05,RD05,RIVERDALE 5,rd05,riverdale 5,Riverdale 5,riverdale 5,,RD05,RIVERDALE 5,rd05,riverdale 5,Riverdale 5,RIVERDALE 5,riverdale 5,riverdale 5,RD05,RIVERDALE 5,rd05,riverdale 5
Clayton,Ellenwood 2,EW2,EW2,ELLENWOOD 2,ew2,ellenwood 2,Ellenwood 2,ellenwood 2,,,,,,,,,,,,,
Clayton,Lovejoy 6,LJ6,LJ6,LOVEJOY 6,lj6,lovejoy 6,Lovejoy 6,lovejoy 6,,,,,,,,,,,,,
Clayton,Morrow 11,MO11,MO11,MORROW 11,mo11,morrow 11,Morrow 11,morrow 11,,,,,,,,,,,,,
Clayton,Lovejoy 7,LJ7,LJ7,LOVEJOY 7,lj7,lovejoy 7,Lovejoy 7,lovejoy 7,,,,,,,,,,,,,
Clayton,Oak 5,OAK5,OAK5,OAK 5,oak5,oak 5,Oak 5,oak 5,,,,,,,,,,,,,
Clayton,Jonesboro 19,JB19,JB19,JONESBORO 19,jb19,jonesboro 19,Jonesboro 19,jonesboro 19,,,,,,,,,,,,,
Clayton,Morrow 10,MO10,MO10,MORROW 10,mo10,morrow 10,Morrow 10,morrow 10,,,,,,,,,,,,,
Clayton,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Clayton,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Clayton,Jonesboro 1,JB01,JB01,JONESBORO 1,jb01,jonesboro 1,Jonesboro 1,jonesboro 1,,JB01,JONESBORO 1,jb01,jonesboro 1,Jonesboro 1,JONESBORO 1,jonesboro 1,jonesboro 1,JB01,JONESBORO 1,jb01,jonesboro 1
Clayton,Jonesboro 17,JB17,JB17,JONESBORO 17,jb17,jonesboro 17,Jonesboro 17,jonesboro 17,,JB17,JONESBORO 17,jb17,jonesboro 17,Jonesboro 17,JONESBORO 17,jonesboro 17,jonesboro 17,JB17,JONESBORO 17,jb17,jonesboro 17
Clayton,Morrow 3,MO3,MO3,MORROW 3,mo3,morrow 3,Morrow 3,morrow 3,,MO3,MORROW 3,mo3,morrow 3,Morrow 3,MORROW 3,morrow 3,morrow 3,MO3,MORROW 3,mo3,morrow 3
Clayton,Lovejoy 3,LJ3,LJ3,LOVEJOY 3,lj3,lovejoy 3,Lovejoy 3,lovejoy 3,,LJ3,LOVEJOY 3,lj3,lovejoy 3,Lovejoy 3,LOVEJOY 3,lovejoy 3,lovejoy 3,LJ3,LOVEJOY 3,lj3,lovejoy 3
Clayton,Ellenwood 1,EW1,EW1,ELLENWOOD 1,ew1,ellenwood 1,Ellenwood 1,ellenwood 1,,EW1,ELLENWOOD,ew1,ellenwood,Ellenwood,ELLENWOOD,ellenwood,ellenwood,EW1,ELLENWOOD,ew1,ellenwood
Clayton,Oak 3,OAK3,OAK3,OAK 3,oak3,oak 3,Oak 3,oak 3,,OAK3,OAK 3,oak3,oak 3,Oak 3,OAK 3,oak 3,oak 3,OAK3,OAK 3,oak3,oak 3
Clayton,Morrow 5,MO5,MO5,MORROW 5,mo5,morrow 5,Morrow 5,morrow 5,,MO5,MORROW 5,mo5,morrow 5,Morrow 5,MORROW 5,morrow 5,morrow 5,MO5,MORROW 5,mo5,morrow 5
Clayton,Oak 2,OAK2,OAK2,OAK 2,oak2,oak 2,Oak 2,oak 2,,OAK2,OAK 2,oak2,oak 2,Oak 2,OAK 2,oak 2,oak 2,OAK2,OAK 2,oak2,oak 2
Clayton,Oak 4,OAK4,OAK4,OAK 4,oak4,oak 4,Oak 4,oak 4,,OAK4,OAK 4,oak4,oak 4,Oak 4,OAK 4,oak 4,oak 4,OAK4,OAK 4,oak4,oak 4
Clayton,Oak 1,OAK1,OAK1,OAK 1,oak1,oak 1,Oak 1,oak 1,,OAK1,OAK 1,oak1,oak 1,Oak 1,OAK 1,oak 1,oak 1,OAK1,OAK 1,oak1,oak 1
Clayton,Riverdale 10,RD10,RD10,RIVERDALE 10,rd10,riverdale 10,Riverdale 10,riverdale 10,,RD10,RIVERDALE 10,rd10,riverdale 10,Riverdale 10,RIVERDALE 10,riverdale 10,riverdale 10,RD10,RIVERDALE 10,rd10,riverdale 10
Lincoln,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Lincoln,Lincoln Center,2,2,LINCOLN CENTER,2,lincoln center,Lincoln Center,lincoln center,,2,LINCOLN CENTER,2,lincoln center,Lincoln Center,Lincoln Center,lincoln center,lincoln center,2,LINCOLN CENTER,2,lincoln center
Lincoln,Midway,1-A,1-A,MIDWAY,1-a,midway,Midway,midway,,1-A,MIDWAY,1-a,midway,Midway,Midway,midway,midway,1-A,MIDWAY,1-a,midway
Lincoln,Lincoln Club House,1-B,1-B,LINCOLN CLUB HOUSE,1-b,lincoln club house,Lincoln Club House,lincoln club house,,1-B,LINCOLN CLUB HOUSE,1-b,lincoln club house,Lincoln Club House,Lincoln Club House,lincoln club house,lincoln club house,1-B,LINCOLN CLUB HOUSE,1-b,lincoln club house
Lincoln,Bethany Church,4-A,4-A,BETHANY CHURCH,4-a,bethany church,Bethany Church,bethany church,,4-A,BETHANY CHURCH,4-a,bethany church,Bethany Church,Bethany Church,bethany church,bethany church,4-A,BETHANY CHURCH,4-a,bethany church
Lincoln,Martins Crossroad,4-B,4-B,MARTINS CROSSROAD,4-b,martins crossroad,Martins Crossroad,martins crossroad,,4-B,MARTINS CROSSROAD,4-b,martins crossroad,Martins Crossroad,Martins Crossroad,martins crossroad,martins crossroad,4-B,MARTINS CROSSROAD,4-b,martins crossroad
Lincoln,Tabernacle,3-B,3-B,TABERNACLE,3-b,tabernacle,Tabernacle,tabernacle,,3-B,TABERNACLE,3-b,tabernacle,Tabernacle,Tabernacle,tabernacle,tabernacle,3-B,TABERNACLE,3-b,tabernacle
Lincoln,Faith Temple Of Lincoln,3-A,3-A,FAITH TEMPLE OF LINCOLN,3-a,faith temple of lincoln,Faith Temple of Lincoln,faith temple of lincoln,,3-A,FAITH TEMPLE OF LINC,3-a,faith temple of linc,Faith Temple of Linc,Faith Temple of Linc,faith temple of linc,faith temple of linc,3-A,FAITH TEMPLE OF LINC,3-a,faith temple of linc
Mcduffie,- Augusta Tech,132,132,132,132,132,132,132,,132,132,132,132,132,132 - Augusta Tech,132,132 - augusta tech,132,AUGUSTA TECH,132,augusta tech
Mcduffie,- Fort Creek,133A,133A,133A,133a,133a,133A,133a,,133A,133A,133a,133a,133A,133A - Fort Creek,133a,133a - fort creek,133A,FORT CREEK,133a,fort creek
Mcduffie,- Dearing Gym,133B,133B,133B,133b,133b,133B,133b,,133B,133B,133b,133b,133B,133B - Dearing Gym,133b,133b - dearing gym,133B,DEARING UMC,133b,dearing umc
Mcduffie,- Marshall Church,137,137,137,137,137,137,137,,137,137,137,137,137,137 - Marshall Church,137,137 - marshall church,137,MARSHALL CHURCH,137,marshall church
Mcduffie,- Vanderhorst,134,134,134,134,134,134,134,,134,134,134,134,134,134 - Vanderhorst,134,134 - vanderhorst,134,VANDERHORST,134,vanderhorst
Mcduffie,- Whiteoak,139,139,139,139,139,139,139,,139,139,139,139,139,139 - Whiteoak,139,139 - whiteoak,139,WHITEOAK,139,whiteoak
Mcduffie,Sweetwater Activity Center,135,135,135,135,135,135,135,,135,135,135,135,135,135 - Sweetwater,135,135 - sweetwater,135,SWEETWATER ACTIVITY CENTER,135,sweetwater activity center
Mcduffie,- Queen Of Angels,131,131,131,131,131,131,131,,131,131,131,131,131,131 - Queen of Angels,131,131 - queen of angels,131,QUEEN OF ANGELS,131,queen of angels
Mcduffie,- Thomson Depot,136,136,136,136,136,136,136,,136,136,136,136,136,136 - Thomson Depot,136,136 - thomson depot,136,THOMSON DEPOT,136,thomson depot
Mcduffie,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Mcduffie,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Fayette,Fielding Ridge,31,31,FIELDING RIDGE,31,fielding ridge,Fielding Ridge,fielding ridge,,31,FIELDING RIDGE,31,fielding ridge,Fielding Ridge,FIELDING RIDGE,fielding ridge,fielding ridge,31,FIELDING RIDGE,31,fielding ridge
Fayette,Whitewater,14,14,WHITEWATER,14,whitewater,Whitewater,whitewater,,14,WHITEWATER,14,whitewater,Whitewater,WHITEWATER,whitewater,whitewater,14,WHITEWATER,14,whitewater
Fayette,Windgate,20,20,WINDGATE,20,windgate,Windgate,windgate,,20,WINDGATE,20,windgate,Windgate,WINDGATE,windgate,windgate,20,WINDGATE,20,windgate
Fayette,Shakerag West,12,12,SHAKERAG WEST,12,shakerag west,Shakerag West,shakerag west,,12,SHAKERAG WEST,12,shakerag west,Shakerag West,SHAKERAG WEST,shakerag west,shakerag west,12,SHAKERAG WEST,12,shakerag west
Fayette,Willowbend,32,32,WILLOWBEND,32,willowbend,Willowbend,willowbend,,32,WILLOWBEND,32,willowbend,Willowbend,WILLOWBEND,willowbend,willowbend,32,WILLOWBEND,32,willowbend
Fayette,Blackrock,01,01,BLACKROCK,01,blackrock,Blackrock,blackrock,,01,BLACKROCK,01,blackrock,Blackrock,BLACKROCK,blackrock,blackrock,01,BLACKROCK,01,blackrock
Fayette,Morning Creek,08,08,MORNING CREEK,08,morning creek,Morning Creek,morning creek,,08,MORNING CREEK,08,morning creek,Morning Creek,MORNING CREEK,morning creek,morning creek,08,MORNING CREEK,08,morning creek
Fayette,Camp Creek,33,33,CAMP CREEK,33,camp creek,Camp Creek,camp creek,,33,CAMP CREEK,33,camp creek,Camp Creek,CAMP CREEK,camp creek,camp creek,33,CAMP CREEK,33,camp creek
Fayette,Woolsey,15,15,WOOLSEY,15,woolsey,Woolsey,woolsey,,15,WOOLSEY,15,woolsey,Woolsey,WOOLSEY,woolsey,woolsey,15,WOOLSEY,15,woolsey
Fayette,Rising Star,34,34,RISING STAR,34,rising star,Rising Star,rising star,,34,RISING STAR,34,rising star,Rising Star,RISING STAR,rising star,rising star,34,RISING STAR,34,rising star
Fayette,Starrsmill,13,13,STARRSMILL,13,starrsmill,Starrsmill,starrsmill,,13,STARRSMILL,13,starrsmill,Starrsmill,STARRSMILL,starrsmill,starrsmill,13,STARRSMILL,13,starrsmill
Fayette,Spring Hill,35,35,SPRING HILL,35,spring hill,Spring Hill,spring hill,,35,SPRING HILL,35,spring hill,Spring Hill,SPRING HILL,spring hill,spring hill,35,SPRING HILL,35,spring hill
Fayette,Fayetteville West,05,05,FAYETTEVILLE WEST,05,fayetteville west,Fayetteville West,fayetteville west,,05,FAYETTEVILLE WEST,05,fayetteville west,Fayetteville West,FAYETTEVILLE WEST,fayetteville west,fayetteville west,05,FAYETTEVILLE WEST,05,fayetteville west
Fayette,Antioch,36,36,ANTIOCH,36,antioch,Antioch,antioch,,36,ANTIOCH,36,antioch,Antioch,ANTIOCH,antioch,antioch,36,ANTIOCH,36,antioch
Fayette,Oak Grove,17,17,OAK GROVE,17,oak grove,Oak Grove,oak grove,,17,OAK GROVE,17,oak grove,Oak Grove,OAK GROVE,oak grove,oak grove,17,OAK GROVE,17,oak grove
Fayette,Sandy Creek,10,10,SANDY CREEK,10,sandy creek,Sandy Creek,sandy creek,,10,SANDY CREEK,10,sandy creek,Sandy Creek,SANDY CREEK,sandy creek,sandy creek,10,SANDY CREEK,10,sandy creek
Fayette,Brooks,02,02,BROOKS,02,brooks,Brooks,brooks,,02,BROOKS,02,brooks,Brooks,BROOKS,brooks,brooks,02,BROOKS,02,brooks
Fayette,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Fayette,Flint,06,06,FLINT,06,flint,Flint,flint,,06,FLINT,06,flint,Flint,FLINT,flint,flint,06,FLINT,06,flint
Fayette,Kedron,18,18,KEDRON,18,kedron,Kedron,kedron,,18,KEDRON,18,kedron,Kedron,KEDRON,kedron,kedron,18,KEDRON,18,kedron
Fayette,Oak Ridge,28,28,OAK RIDGE,28,oak ridge,Oak Ridge,oak ridge,,28,OAK RIDGE,28,oak ridge,Oak Ridge,OAK RIDGE,oak ridge,oak ridge,28,OAK RIDGE,28,oak ridge
Fayette,Hopeful,07,07,HOPEFUL,07,hopeful,Hopeful,hopeful,,07,HOPEFUL,07,hopeful,Hopeful,HOPEFUL,hopeful,hopeful,07,HOPEFUL,07,hopeful
Fayette,Dogwood,27,27,DOGWOOD,27,dogwood,Dogwood,dogwood,,27,DOGWOOD,27,dogwood,Dogwood,DOGWOOD,dogwood,dogwood,27,DOGWOOD,27,dogwood
Fayette,Willow Pond,26,26,WILLOW POND,26,willow pond,Willow Pond,willow pond,,26,WILLOW POND,26,willow pond,Willow Pond,WILLOW POND,willow pond,willow pond,26,WILLOW POND,26,willow pond
Fayette,Mcintosh,16,16,MCINTOSH,16,mcintosh,McIntosh,mcintosh,,16,MCINTOSH,16,mcintosh,McIntosh,MCINTOSH,mcintosh,mcintosh,16,MCINTOSH,16,mcintosh
Fayette,Harps Crossing,25,25,HARPS CROSSING,25,harps crossing,Harps Crossing,harps crossing,,25,HARPS CROSSING,25,harps crossing,Harps Crossing,HARPS CROSSING,harps crossing,harps crossing,25,HARPS CROSSING,25,harps crossing
Fayette,Banks,24,24,BANKS,24,banks,Banks,banks,,24,BANKS,24,banks,Banks,BANKS,banks,banks,24,BANKS,24,banks
Fayette,Jeff Davis,29,29,JEFF DAVIS,29,jeff davis,Jeff Davis,jeff davis,,29,JEFF DAVIS,29,jeff davis,Jeff Davis,JEFF DAVIS,jeff davis,jeff davis,29,JEFF DAVIS,29,jeff davis
Fayette,Kenwood,23,23,KENWOOD,23,kenwood,Kenwood,kenwood,,23,KENWOOD,23,kenwood,Kenwood,KENWOOD,kenwood,kenwood,23,KENWOOD,23,kenwood
Fayette,Murphy,30,30,MURPHY,30,murphy,Murphy,murphy,,30,MURPHY,30,murphy,Murphy,MURPHY,murphy,murphy,30,MURPHY,30,murphy
Fayette,Rareover,09,09,RAREOVER,09,rareover,Rareover,rareover,,09,RAREOVER,09,rareover,Rareover,RAREOVER,rareover,rareover,09,RAREOVER,09,rareover
Fayette,Europe,03,03,EUROPE,03,europe,Europe,europe,,03,EUROPE,03,europe,Europe,EUROPE,europe,europe,03,EUROPE,03,europe
Fayette,Aberdeen,19,19,ABERDEEN,19,aberdeen,Aberdeen,aberdeen,,19,ABERDEEN,19,aberdeen,Aberdeen,ABERDEEN,aberdeen,aberdeen,19,ABERDEEN,19,aberdeen
Fayette,Fayetteville East,04,04,FAYETTEVILLE EAST,04,fayetteville east,Fayetteville East,fayetteville east,,04,FAYETTEVILLE EAST,04,fayetteville east,Fayetteville East,FAYETTEVILLE EAST,fayetteville east,fayetteville east,04,FAYETTEVILLE EAST,04,fayetteville east
Fayette,Flat Creek,21,21,FLAT CREEK,21,flat creek,Flat Creek,flat creek,,21,FLAT CREEK,21,flat creek,Flat Creek,FLAT CREEK,flat creek,flat creek,21,FLAT CREEK,21,flat creek
Fayette,Braelinn,22,22,BRAELINN,22,braelinn,Braelinn,braelinn,,22,BRAELINN,22,braelinn,Braelinn,BRAELINN,braelinn,braelinn,22,BRAELINN,22,braelinn
Fayette,Shakerag East,11,11,SHAKERAG EAST,11,shakerag east,Shakerag East,shakerag east,,11,SHAKERAG EAST,11,shakerag east,Shakerag East,SHAKERAG EAST,shakerag east,shakerag east,11,SHAKERAG EAST,11,shakerag east
Fulton,,JC15,JC15,JC15,jc15,jc15,JC15,jc15,,JC15,JC15,jc15,jc15,JC15,JC15,jc15,jc15,JC15,JC15,jc15,jc15
Fulton,,08N1,08N1,08N1,08n1,08n1,08N1,08n1,,08N1,08N1,08n1,08n1,08N1,08N1,08n1,08n1,08N1,08N1,08n1,08n1
Fulton,,08N2,08N2,08N2,08n2,08n2,08N2,08n2,,08N2,08N2,08n2,08n2,08N2,08N2,08n2,08n2,08N2,08N2,08n2,08n2
Fulton,,JC14,JC14,JC14,jc14,jc14,JC14,jc14,,JC14,JC14,jc14,jc14,JC14,JC14,jc14,jc14,JC14,JC14,jc14,jc14
Fulton,,JC05,JC05,JC05,jc05,jc05,JC05,jc05,,JC05,JC05,jc05,jc05,JC05,JC05,jc05,jc05,JC05,JC05,jc05,jc05
Fulton,,SC08D,SC08D,SC08D,sc08d,sc08d,SC08D,sc08d,,SC08D,SC08D,sc08d,sc08d,SC08D,SC08D,sc08d,sc08d,SC08D,SC08D,sc08d,sc08d
Fulton, (no votes),AP01E,AP01E,AP01E,ap01e,ap01e,,,,,,,,AP01E,AP01E (No Votes),ap01e,ap01e (no votes),,,,
Fulton, (no votes),UC033,UC033,UC033,uc033,uc033,,,,,,,,UC033,UC033 (No Votes),uc033,uc033 (no votes),,,,
Fulton,,CP053,CP053,CP053,cp053,cp053,,,,,,,,,,,,,,,
Fulton, (no votes),03P1B,03P1B,03P1B,03p1b,03p1b,,,,,,,,03P1B,03P1B (No Votes),03p1b,03p1b (no votes),,,,
Fulton, (no votes),AP12D,AP12D,AP12D,ap12d,ap12d,,,,,,,,AP12D,AP12D (No Votes),ap12d,ap12d (no votes),,,,
Fulton, (no votes),CH04B,CH04B,CH04B,ch04b,ch04b,,,,,,,,CH04B,CH04B (No Votes),ch04b,ch04b (no votes),,,,
Fulton, (no votes),SC29B,SC29B,SC29B,sc29b,sc29b,,,,,,,,SC29B,SC29B (No Votes),sc29b,sc29b (no votes),,,,
Fulton, (no votes),UC035,UC035,UC035,uc035,uc035,,,,,,,,UC035,UC035 (No Votes),uc035,uc035 (no votes),,,,
Fulton, (no votes),CP06B,CP06B,CP06B,cp06b,cp06b,,,,,,,,CP06B,CP06B (No Votes),cp06b,cp06b (no votes),,,,
Fulton, (no votes),SC07B,SC07B,SC07B,sc07b,sc07b,,,,,,,,SC07B,SC07B (No Votes),sc07b,sc07b (no votes),,,,
Fulton, (no votes),RW22B,RW22B,RW22B,rw22b,rw22b,,,,,,,,RW22B,RW22B (No Votes),rw22b,rw22b (no votes),,,,
Fulton, (no votes),SC08A,SC08A,SC08A,sc08a,sc08a,,,,,,,,SC08A,SC08A (No Votes),sc08a,sc08a (no votes),,,,
Fulton, (no votes),SC21A,SC21A,SC21A,sc21a,sc21a,,,,,,,,SC21A,SC21A (No Votes),sc21a,sc21a (no votes),,,,
Fulton, (no votes),UC01C,UC01C,UC01C,uc01c,uc01c,,,,,,,,UC01C,UC01C (No Votes),uc01c,uc01c (no votes),,,,
Fulton, (no votes),CP052,CP052,CP052,cp052,cp052,,,,,,,,CP052,CP052 (No Votes),cp052,cp052 (no votes),,,,
Fulton, (no votes),RW11B,RW11B,RW11B,rw11b,rw11b,,,,,,,,RW11B,RW11B (No Votes),rw11b,rw11b (no votes),,,,
Fulton, (no votes),08F2,08F2,08F2,08f2,08f2,,,,,,,,08F2,08F2 (No Votes),08f2,08f2 (no votes),,,,
Fulton,12e2 (no votes),1200,12E2,12E2,12e2,12e2,,,,,,,,1200,12E2 (No Votes),1200,12e2 (no votes),,,,
Fulton, (no votes),SS29B,SS29B,SS29B,ss29b,ss29b,,,,,,,,SS29B,SS29B (No Votes),ss29b,ss29b (no votes),,,,
Fulton,,11G,,,,,,,,,,,,11G,11G,11g,11g,,,,
Fulton,,12S,,,,,,,,,,,,12S,12S,12s,12s,,,,
Fulton,,ML03,,,,,,,,,,,,ML03,ML03,ml03,ml03,,,,
Fulton,,120,,,,,,,,,,,,120,120,120,120,,,,
Fulton,,1100,,,,,,,,,,,,1100,1100,1100,1100,,,,
Fulton,,09K1,09K1,09K1,09k1,09k1,09K1,09k1,,,,,,,,,,,,,
Fulton,,SC15A,SC15A,SC15A,sc15a,sc15a,SC15A,sc15a,,,,,,,,,,,,,
Fulton,,FA01D,FA01D,FA01D,fa01d,fa01d,FA01D,fa01d,,,,,,,,,,,,,
Fulton,,UC02C,UC02C,UC02C,uc02c,uc02c,UC02C,uc02c,,,,,,,,,,,,,
Fulton,,11B1,11B1,11B1,11b1,11b1,11B1,11b1,,,,,,,,,,,,,
Fulton,,SC07D,SC07D,SC07D,sc07d,sc07d,SC07D,sc07d,,,,,,,,,,,,,
Fulton,,12A1,12A1,12A1,12a1,12a1,12A1,12a1,,,,,,,,,,,,,
Fulton,,11M1,11M1,11M1,11m1,11m1,11M1,11m1,,,,,,,,,,,,,
Fulton,,02A1,02A1,02A1,02a1,02a1,02A1,02a1,,,,,,,,,,,,,
Fulton,,02L1A,02L1A,02L1A,02l1a,02l1a,02L1A,02l1a,,,,,,,,,,,,,
Fulton,,ML03A,ML03A,ML03A,ml03a,ml03a,ML03A,ml03a,,,,,,,,,,,,,
Fulton,,RW12A,RW12A,RW12A,rw12a,rw12a,RW12A,rw12a,,,,,,,,,,,,,
Fulton,,ML02A,ML02A,ML02A,ml02a,ml02a,ML02A,ml02a,,,,,,,,,,,,,
Fulton,,RW09A,RW09A,RW09A,rw09a,rw09a,RW09A,rw09a,,,,,,,,,,,,,
Fulton,,JC01A,JC01A,JC01A,jc01a,jc01a,JC01A,jc01a,,,,,,,,,,,,,
Fulton,,JC04C,JC04C,JC04C,jc04c,jc04c,JC04C,jc04c,,,,,,,,,,,,,
Fulton,,ML07B,ML07B,ML07B,ml07b,ml07b,ML07B,ml07b,,,,,,,,,,,,,
Fulton,,06D1,06D1,06D1,06d1,06d1,06D1,06d1,,,,,,,,,,,,,
Fulton,,06D2,06D2,06D2,06d2,06d2,06D2,06d2,,,,,,,,,,,,,
Fulton, (no votes),FC03,FC03,FC03,fc03,fc03,FC03,fc03,,,,,,FC03,FC03 (No Votes),fc03,fc03 (no votes),,,,
Fulton, (no votes),FC01,FC01,FC01,fc01,fc01,FC01,fc01,,,,,,FC01,FC01 (No Votes),fc01,fc01 (no votes),,,,
Fulton, (no votes),FC02,FC02,FC02,fc02,fc02,FC02,fc02,,,,,,FC02,FC02 (No Votes),fc02,fc02 (no votes),,,,
Fulton,11000,1000,,,,,,,,1000,,1000,,11000,11000,11000,11000,,,,
Fulton,,SC17B,SC17B,SC17B,sc17b,sc17b,SC17B,sc17b,,SC17B,SC17B,sc17b,sc17b,SC17B,SC17B,sc17b,sc17b,,,,
Fulton,,CP07E,CP07E,CP07E,cp07e,cp07e,CP07E,cp07e,,CP07E,CP07E,cp07e,cp07e,,,,,,,,
Fulton,,SC23C,SC23C,SC23C,sc23c,sc23c,SC23C,sc23c,,SC23C,SC23C,sc23c,sc23c,SC23C,SC23C,sc23c,sc23c,,,,
Fulton, (no votes),01I,01I,01I,01i,01i,01I,01i,,01I,01I,01i,01i,01I,01I (No Votes),01i,01i (no votes),,,,
Fulton,,EP04A,EP04A,EP04A,ep04a,ep04a,EP04A,ep04a,,EP04A,EP04A,ep04a,ep04a,EP04A,EP04A,ep04a,ep04a,,,,
Fulton,,CP07D,CP07D,CP07D,cp07d,cp07d,CP07D,cp07d,,CP07D,CP07D,cp07d,cp07d,CP07D,CP07D,cp07d,cp07d,,,,
Fulton,,CP07F,CP07F,CP07F,cp07f,cp07f,CP07F,cp07f,,CP07F,CP07F,cp07f,cp07f,CP07F,CP07F,cp07f,cp07f,,,,
Fulton,,CP07C,CP07C,CP07C,cp07c,cp07c,CP07C,cp07c,,CP07C,CP07C,cp07c,cp07c,CP07C,CP07C,cp07c,cp07c,,,,
Fulton,,UC01D,UC01D,UC01D,uc01d,uc01d,UC01D,uc01d,,UC01D,UC01D,uc01d,uc01d,UC01D,UC01D,uc01d,uc01d,,,,
Fulton,,SC01A,SC01A,SC01A,sc01a,sc01a,SC01A,sc01a,,SC01A,SC01A,sc01a,sc01a,SC01A,SC01A,sc01a,sc01a,,,,
Fulton,,SC01C,SC01C,SC01C,sc01c,sc01c,SC01C,sc01c,,SC01C,SC01C,sc01c,sc01c,SC01C,SC01C,sc01c,sc01c,,,,
Fulton,,SC18C,SC18C,SC18C,sc18c,sc18c,SC18C,sc18c,,SC18C,SC18C,sc18c,sc18c,SC18C,SC18C,sc18c,sc18c,,,,
Fulton,,SC07C,SC07C,SC07C,sc07c,sc07c,SC07C,sc07c,,SC07C,SC07C,sc07c,sc07c,SC07C,SC07C,sc07c,sc07c,,,,
Fulton,,SC20,SC20,SC20,sc20,sc20,SC20,sc20,,SC20,SC20,sc20,sc20,SC20,SC20,sc20,sc20,,,,
Fulton,,SC09C,SC09C,SC09C,sc09c,sc09c,SC09C,sc09c,,SC09C,SC09C,sc09c,sc09c,SC09C,SC09C,sc09c,sc09c,,,,
Fulton,,01G,01G,01G,01g,01g,01G,01g,,01G,01G,01g,01g,01G,01G,01g,01g,,,,
Fulton,,EP03A,EP03A,EP03A,ep03a,ep03a,EP03A,ep03a,,EP03A,EP03A,ep03a,ep03a,EP03A,EP03A,ep03a,ep03a,,,,
Fulton,,SC05E,SC05E,SC05E,sc05e,sc05e,SC05E,sc05e,,SC05E,SC05E,sc05e,sc05e,SC05E,SC05E,sc05e,sc05e,,,,
Fulton,,SC08H,SC08H,SC08H,sc08h,sc08h,SC08H,sc08h,,SC08H,SC08H,sc08h,sc08h,SC08H,SC08H,sc08h,sc08h,,,,
Fulton,,EP02A,EP02A,EP02A,ep02a,ep02a,EP02A,ep02a,,EP02A,EP02A,ep02a,ep02a,EP02A,EP02A,ep02a,ep02a,,,,
Fulton,,EP02D,EP02D,EP02D,ep02d,ep02d,EP02D,ep02d,,EP02D,EP02D,ep02d,ep02d,EP02D,EP02D,ep02d,ep02d,,,,
Fulton,,CP084,CP084,CP084,cp084,cp084,CP084,cp084,,CP084,CP084,cp084,cp084,CP084,CP084,cp084,cp084,,,,
Fulton,,EP04B,EP04B,EP04B,ep04b,ep04b,EP04B,ep04b,,EP04B,EP04B,ep04b,ep04b,EP04B,EP04B,ep04b,ep04b,,,,
